tube_assembly_id,diameter,wall,length,num_bends,bend_radius,cost
TA-00486,63.5,1.65,236,4,101.6,9.8123222959777
TA-00518,19.05,1.65,238,9,38.1,4.55979479532392
TA-00528,9.52,0.89,22,2,31.75,1.47449130050133
TA-00529,12.7,1.65,197,8,38.1,6.29858170629246
TA-00534,25.4,1.65,49,2,101.6,4.82130834673358
TA-00540,25.4,1.65,89,4,63.5,220.889925051329
TA-00542,6.35,0.89,37,2,19.05,6.34309465121326
TA-00548,12.7,0.89,43,3,38.1,1.37711923348709
TA-00566,27.2,3.2,89,4,70,63.8816400794556
TA-00571,25.4,1.65,28,0,0,14.5167841622942
TA-00587,12.7,0.89,120,5,38.1,6.96627588010438
TA-00601,50.8,1.65,73,2,101.6,71.9162266376591
TA-00612,25.4,2.11,81,3,63.5,41.7308858632451
TA-00615,34.92,1.65,72,2,63.5,5.5223872292361
TA-00637,63.5,1.65,30,0,0,1.39102952877484
TA-00641,12.7,0.89,77,3,38.1,2.32858343116908
TA-00642,12.7,0.89,16,1,38.1,2.46490432498901
TA-00657,3.18,0.71,126,7,12.7,2.09210841127735
TA-00665,9.52,0.89,62,2,31.75,1.2714009893002
TA-00667,9.52,0.89,97,3,31.75,2.35362196268702
TA-00668,15.88,0.89,17,1,38.1,1.45501688709848
TA-00672,34.92,1.65,40,0,0,8.43242100343306
TA-00702,63.5,1.65,150,4,101.6,11.5817118565793
TA-00704,15.88,1.65,91,5,31.75,8.65220366897949
TA-00711,34,4,213,4,90,687.157458978539
TA-00746,25.4,3.05,59,2,50.8,10.4577599973292
TA-00754,6.35,0.71,198,6,19.05,3.31343233754166
TA-00765,12.7,1.65,79,2,38.1,83.1752196435626
TA-00774,12.7,1.24,28,2,38.1,16.09977576604
TA-00798,15.88,1.65,126,7,38.1,8.42963894437551
TA-00801,9.52,0.89,47,2,127,9.59810374854637
TA-00816,15.88,1.65,121,6,38.1,12.2438419122761
TA-00817,15.88,1.65,124,7,38.1,8.0596250897214
TA-00827,6.35,0.89,25,3,12.7,2.44542991158616
TA-00830,9.52,0.89,43,2,19.05,5.39441251258882
TA-00856,25.4,1.65,119,2,63.5,2.40091696666537
TA-00860,12.7,1.65,156,4,37.1,3.73074119617411
TA-00883,9.52,0.89,108,0,0,9.09176900007233
TA-00911,63.5,1.65,169,5,101.6,23.7782587648771
TA-00912,63.5,1.65,183,4,101.6,5.45005369373981
TA-00926,15.88,1.65,74,4,38.1,10.0487973158694
TA-00935,31.75,1.65,104,3,63.5,109.042804760659
TA-00936,31.75,1.65,107,5,63.5,109.588088335939
TA-00941,50.8,1.65,81,2,101.6,6.97740411633458
TA-00955,15.88,1.65,155,5,38.1,7.30846914418299
TA-00963,12.7,1.24,40,1,38.1,4.06180622402252
TA-00965,12.7,1.65,111,4,254,4.48746125982762
TA-00986,19.05,2.11,83,2,50.8,82.2321016230532
TA-01000,12.7,1.24,85,6,19.05,5.03830895322246
TA-01031,9.52,0.71,65,4,31.75,2.59566110069385
TA-01067,25.4,1.65,156,3,63.5,17.3517023419373
TA-01083,19.05,1.65,88,4,50.8,1.95300545839987
TA-01085,19.05,1.65,84,3,50.8,1.98082604897537
TA-01086,19.05,1.65,86,4,50.8,2.02533899389616
TA-01091,12.7,1.24,33,2,25.4,11.8154048174135
TA-01094,15.88,1.65,29,2,31.75,9.57028315797088
TA-01096,15.88,1.65,120,6,38.1,8.32113864113107
TA-01104,12.7,1.65,130,5,38.1,3.67788207408067
TA-01111,34.92,1.65,59,2,63.5,11.2673391830762
TA-01117,27.2,3.2,148,6,70,567.868330708924
TA-01131,6.35,2.26,98,10,19.05,3.18823967995193
TA-01136,6.35,2.375,81,6,19.05,3.47200970382199
TA-01153,3.18,0.71,28,2,12.7,2.22564724603974
TA-01154,3.18,0.71,185,10,12.7,3.71961295994391
TA-01159,63.5,1.65,94,3,101.6,7.00522470691008
TA-01160,63.5,1.65,135,4,101.6,6.19842758022067
TA-01170,12.7,0.89,63,1,38.1,11.1588388798317
TA-01228,6.35,0.89,57,0,0,6.88559616743544
TA-01236,12.7,1.24,121,5,38.1,3.8642800309365
TA-01252,6.35,0.89,141,11,12.7,12.4218936919593
TA-01259,12.7,1.24,33,3,25.4,1.38824746971729
TA-01264,6.35,1.65,98,6,19.05,19.212899851438
TA-01322,19.05,1.24,115,1,38.1,11.0364282812996
TA-01323,19.05,1.24,20,1,38.1,10.3854264618329
TA-01327,6.35,0.71,139,10,19.05,2.54558403765795
TA-01353,6.35,0.71,141,7,19.05,8.69115249578518
TA-01376,9.52,1.24,70,4,19.05,7.45313621517557
TA-01381,6.35,0.89,177,6,19,10.1461693828837
TA-01383,6.35,0.89,159,5,19,9.94586113074008
TA-01386,38.1,1.65,83,3,76.2,21.0017638254425
TA-01392,25.4,1.65,76,2,63.5,9.17523077179882
TA-01394,15.88,1.65,104,6,50.8,9.72051434707856
TA-01396,6.35,0.89,26,1,19.05,5.5335154654663
TA-01422,19.05,1.24,36,1,38.1,15.0175547926531
TA-01423,12.7,1.65,95,4,38.1,6.07601698168849
TA-01430,12.7,1.24,88,3,38.1,61.2525942700712
TA-01464,6.35,0.89,65,6,19.05,2.47881462027676
TA-01465,6.35,0.89,65,6,19.05,2.32858343116908
TA-01473,6.35,0.89,38,3,19.05,4.31219153920199
TA-01475,6.35,0.89,19,2,19.05,3.22162438864252
TA-01490,9.52,1.24,13,2,19.05,5.69487489080418
TA-01492,15.88,0.89,249,10,50.8,3.43584293607385
TA-01494,6.35,0.89,113,7,19.05,5.15515543363955
TA-01495,6.35,0.89,109,6,19.05,4.96597541772617
TA-01496,6.35,0.89,96,4,19.05,9.93195083545234
TA-01533,6.35,0.89,132,0,0,11.0753771081053
TA-01552,6.35,0.71,208,3,30,3.23275262487272
TA-01553,12.7,1.24,117,5,38.1,23.0382310555688
TA-01568,6.35,0.89,111,6,19.05,9.16966665368372
TA-01570,6.35,0.89,120,0,0,9.16966665368372
TA-01582,6.35,0.89,112,6,19.05,4.96597541772617
TA-01584,34,4,317,4,90,772.805929124263
TA-01607,19.05,1.65,80,1,38.1,10.5912988320916
TA-01623,15.88,1.24,100,6,38.1,9.64818081158227
TA-01633,31.75,1.65,37,2,63.5,6.29858170629246
TA-01637,6.35,2.375,98,14,19.05,3.06026496330464
TA-01639,6.35,0.89,99,4,19.05,4.6599489213957
TA-01660,25.4,1.65,39,2,63.5,3.07695731764994
TA-01683,9.52,0.89,62,2,127,3.69179236936842
TA-01686,3.18,0.71,95,10,12.7,37.6523872848773
TA-01707,9.52,0.89,31,1,19.05,1.82781280081014
TA-01710,12.7,1.65,37,2,38.1,4.16752446820941
TA-01730,12.7,1.24,115,6,38.1,4.25376829899345
TA-01731,12.7,1.24,133,7,38.1,3.93104944831769
TA-01748,88.9,1.65,23,0,0,3.64449736539007
TA-01756,12.7,1.65,32,3,19.05,6.94958352575908
TA-01779,6.35,0.71,143,6,19.05,2.57340462823345
TA-01780,6.35,0.71,133,8,19.05,2.59844315975139
TA-01791,31.75,1.65,112,5,50.8,103.027993078237
TA-01817,19.05,3.05,73,4,50.8,92.7705413330514
TA-01835,9.52,0.71,92,5,31.75,3.44140705418895
TA-01838,9.52,0.89,188,5,31.75,14.536258575697
TA-01839,6.35,1.65,96,0,0,3.33847086905961
TA-01840,6.35,1.65,128,0,0,13.8045770435615
TA-01861,34.92,1.65,30,1,76.2,68.0936774925858
TA-01865,12.7,1.65,94,7,19.05,6.22903022985372
TA-01873,6.35,0.71,229,8,19.05,12.5359581133188
TA-01876,6.35,0.71,147,4,19.05,8.31001040490088
TA-01884,6.35,0.71,164,7,19.05,9.97368172131558
TA-01895,6.35,1.65,143,0,0,14.3220400282657
TA-01918,6.35,1.65,39,2,19.05,6.92176293518359
TA-01931,9.52,0.89,114,2,31.75,6.97183999821948
TA-01933,12.7,0.89,58,3,25.4,4.50415361417292
TA-01973,12.7,1.24,71,2,38.1,3.26891939262087
TA-01986,12.7,1.24,102,6,25.4,9.55637286268313
TA-02018,6.35,0.71,84,5,19.05,1.66088925735715
TA-02035,25.4,3.05,83,2,50.8,155.789743104667
TA-02036,25.4,3.05,89,2,50.8,32.3136159534395
TA-02050,12.7,1.65,57,4,25.4,13.1174084563467
TA-02066,25.4,1.65,50,2,50.8,7.51155945538412
TA-02068,15.88,2.41,202,9,50.8,33.8632228484946
TA-02085,152.4,1.65,234,0,0,38.5704667738687
TA-02087,6.35,1.65,221,2,19.05,11.0698129899902
TA-02089,6.35,1.65,47,2,19.05,5.23861720536603
TA-02120,9.52,0.89,58,2,31.75,1.75826132437139
TA-02121,6.35,1.65,142,5,19.05,8.22933069223193
TA-02130,127,1.65,49,0,0,160.143665529732
TA-02132,9.52,1.24,30,3,19.05,5.34989956766802
TA-02133,9.52,1.24,30,3,19.05,5.34989956766802
TA-02134,15.88,1.65,38,2,38.1,41.7475782175904
TA-02135,15.88,1.65,135,7,38.1,56.8430306638549
TA-02136,15.88,1.65,79,3,31.75,48.1880449358179
TA-02137,15.88,1.65,105,7,31.75,52.7673141445446
TA-02138,15.88,1.65,136,7,31.75,56.7762612464737
TA-02141,9.52,1.24,28,2,31.75,13.4874223110008
TA-02144,88.9,1.65,25,0,0,67.6151633346873
TA-02145,57.15,1.65,64,0,0,56.9348386127541
TA-02146,57.15,1.65,20,0,0,52.536403242768
TA-02148,12.7,1.65,47,1,114.3,46.3407577216049
TA-02166,12.7,1.65,78,3,38.1,9.80397611880505
TA-02175,6.35,1.65,44,4,19.05,4.72950039783445
TA-02176,6.35,1.65,114,7,19.05,7.51155945538412
TA-02177,6.35,1.65,112,7,19.05,7.23335354962915
TA-02178,6.35,1.65,132,8,19.05,8.34617717264902
TA-02180,6.35,1.65,129,5,19.05,8.06797126689405
TA-02188,6.35,2.375,69,8,19.05,6.96905793916193
TA-02202,9.52,0.89,56,3,127,5.62532341436544
TA-02207,12.7,1.65,41,2,38.1,5.73104165855233
TA-02208,9.52,0.89,43,3,31.75,7.76194477056359
TA-02213,6.35,1.65,67,3,19.05,7.76750888867869
TA-02216,6.35,1.65,165,6,19.05,10.0710537883298
TA-02217,6.35,1.65,163,8,19.05,10.3742982256027
TA-02221,9.52,1.24,51,5,19.05,1.23523422155206
TA-02230,25.4,1.65,57,2,50.8,21.3856879753843
TA-02240,6.35,1.65,47,3,19.05,5.55298987886915
TA-02242,6.35,1.65,47,0,0,4.70724392537405
TA-02259,25.4,1.65,56,2,63.5,4.6599489213957
TA-02260,25.4,2.41,133,0,0,8.11804832992995
TA-02273,6.35,0.71,201,5,19.05,1.28999627204086
TA-02290,19.05,1.65,96,5,50.8,7.80923977454193
TA-02292,19.05,1.65,67,2,50.8,69.5347840843965
TA-02293,12.7,1.24,15,1,25.4,4.47911508265497
TA-02300,19.05,1.65,147,4,50.8,8.78574250374187
TA-02301,19.05,1.65,118,4,50.8,8.0651892078365
TA-02304,9.52,0.89,85,5,31.75,8.02345832197326
TA-02322,9.52,0.89,11,1,19.05,1.79164603306199
TA-02340,9.52,0.71,42,3,31.75,6.39873583236425
TA-02414,25.4,1.65,78,1,50.8,9.92638671733723
TA-02429,9.52,0.89,61,4,31.75,2.50941726990981
TA-02430,12.7,1.24,108,5,38.1,3.65284354256272
TA-02431,12.7,1.24,81,4,38.1,3.93939562549034
TA-02459,19.05,3.05,57,4,38.1,18.2419612403532
TA-02490,63.5,1.65,89,0,0,3.21049615241232
TA-02515,127,1.65,115,1,127,64.799719568447
TA-02529,15.88,1.65,201,12,38.1,12.293918975312
TA-02541,6.35,1.65,113,7,19.05,29.153196864063
TA-02545,15.88,1.65,202,11,38.1,12.1464698452619
TA-02547,9.52,0.89,75,2,31.75,3.69735648748352
TA-02559,6.35,1.65,199,0,0,34.3389549473356
TA-02569,15.88,1.65,33,2,38.1,1.92240280876682
TA-02570,31.75,1.65,200,3,76.2,4.32053771637464
TA-02571,6.35,0.89,113,4,19.05,8.40460041285756
TA-02587,6.35,1.65,66,4,19.05,14.1578985438703
TA-02597,50.8,1.65,74,1,101.6,28.1405273671149
TA-02609,6.35,1.65,90,0,0,7.07755824240637
TA-02613,6.35,1.65,103,6,19.05,47.6232869471353
TA-02619,19.05,1.65,124,4,50.8,5.80893931216372
TA-02620,15.88,1.65,200,8,38.1,11.9016486481975
TA-02626,9.52,1.65,25,2,31.75,2.66799463619014
TA-02653,6.35,1.65,18,2,19.05,7.45035415611803
TA-02654,38.1,1.65,65,1,152.4,13.0089081531023
TA-02661,6.35,1.65,176,0,0,9.58419345325863
TA-02662,6.35,1.65,121,0,0,5.48622046148796
TA-02663,6.35,1.65,120,0,0,5.5056948748908
TA-02666,6.35,1.65,55,3,19.05,6.18729934399047
TA-02670,6.35,1.65,184,0,0,9.57306521702843
TA-02672,15.88,1.65,99,7,50.8,4.41512772433133
TA-02678,139.7,1.65,43,0,0,7.23335354962915
TA-02694,15.88,1.24,157,6,38.1,16.6033284554565
TA-02700,19.05,1.65,120,4,50.8,5.50291281583325
TA-02717,15.88,1.65,73,4,38.1,10.279708217646
TA-02738,19.05,1.65,75,3,50.8,17.8886397400444
TA-02742,6.35,1.65,73,4,19.05,8.41851070814531
TA-02744,9.52,1.65,103,2,31.75,6.01759374147994
TA-02750,152.4,1.65,32,0,0,54.8121275518437
TA-02751,101.6,1.65,106,2,101.6,31.9296918034976
TA-02758,22.22,1.65,61,3,63.5,11.6735198054784
TA-02760,22.22,1.65,169,5,63.5,12.31895750683
TA-02775,25.4,3.05,133,0,0,13.9826288232447
TA-02785,15.88,2.11,38,2,31.75,1.56908130845802
TA-02819,6.35,1.65,92,5,19.05,11.0781591671628
TA-02826,6.35,0.71,191,6,19.05,2.90725171513941
TA-02865,6.35,0.71,161,4,19.05,2.09210841127735
TA-02870,9.52,1.24,50,6,19.05,1.76938956060159
TA-02871,25.4,1.65,43,2,38.1,173.878691096855
TA-02879,25.4,1.65,54,2,50.8,13.5486276102669
TA-02881,9.52,0.89,9,0,0,1.16011862699821
TA-02907,38.1,1.65,123,2,76.2,20.5482881990619
TA-02927,15.88,0.89,117,4,50.8,17.3711767553402
TA-02941,15.88,1.65,122,6,38.1,7.91774007778637
TA-02964,9.52,0.71,45,3,31.75,2.96567495534795
TA-02965,9.52,0.71,42,3,31.75,2.5539302148306
TA-02991,25.4,1.65,41,2,38.1,177.203251670626
TA-02996,15.88,1.65,106,6,25.4,169.463563372523
TA-03029,15.88,1.65,144,7,38.1,12.3940731013838
TA-03076,15.88,1.24,154,5,50.8,8.55483160196525
TA-03086,19.05,1.65,73,5,38.1,1.70540220227795
TA-03105,6.35,1.65,72,2,19.05,8.14586892050544
TA-03107,6.35,1.65,77,2,19.05,8.19594598354134
TA-03108,6.35,1.65,152,2,19.05,9.71216816990591
TA-03109,6.35,1.65,60,2,19.05,8.06797126689405
TA-03111,6.35,1.65,100,7,19.05,8.95266604719485
TA-03112,6.35,1.65,137,9,19.05,41.3525258314183
TA-03114,34.92,1.65,8,0,0,2.84326435681577
TA-03115,6.35,1.65,63,5,19.05,18.6620521580432
TA-03116,6.35,1.65,88,4,19.05,16.1053398841551
TA-03165,15.88,0.89,41,2,50.8,4.76288510652504
TA-03166,15.88,0.89,98,2,50.8,5.64757988682584
TA-03176,15.88,1.65,139,5,31.75,12.714009893002
TA-03177,88.9,1.65,52,0,0,11.6039683290397
TA-03198,152.4,1.65,76,0,0,63.1165738386294
TA-03207,9.52,1.65,103,2,31.75,6.01759374147994
TA-03208,9.52,1.65,34,2,31.75,5.30538662274723
TA-03214,6.35,1.65,58,2,19.05,9.01665340551849
TA-03216,25.4,1.65,43,2,50.8,4.15917829103676
TA-03219,12.7,1.65,46,2,38.1,7.13041736449981
TA-03237,19.05,1.24,34,1,50.8,15.8160057421699
TA-03238,12.7,0.89,39,0,0,12.8864975545701
TA-03277,12.7,2.11,89,2,25.4,10.1266949694808
TA-03278,12.7,2.11,101,3,25.4,10.669196485703
TA-03311,6.35,0.89,77,6,19.05,5.69209283174663
TA-03360,19.05,2.11,151,4,50.8,25.9955598337441
TA-03365,19.05,1.65,64,2,38.1,7.84540654229008
TA-03367,12.7,1.24,27,1,25.4,2.94898260100265
TA-03381,6.35,0.71,166,5,19.05,10.360387930315
TA-03399,3.18,0.71,48,4,19.05,7.86488095569293
TA-03463,6.35,0.89,81,3,19.05,5.25809161876888
TA-03475,27.2,3.2,211,2,70,64.3879748279296
TA-03480,19.05,1.65,56,3,38.1,3.15485497126133
TA-03518,25.4,1.65,92,4,63.5,2.11992900185285
TA-03544,9.52,1.24,37,4,31.75,0.973720670142386
TA-03550,15.88,1.24,30,2,31.75,6.74649321455796
TA-03560,6.35,0.89,16,2,19.05,3.17989350277928
TA-03561,6.35,0.89,34,4,19.05,7.48930298292372
TA-03568,6.35,0.89,33,2,19.05,10.0710537883298
TA-03570,15.88,1.65,75,4,38.1,5.64757988682584
TA-03572,12.7,1.65,195,9,38.1,10.2379773317828
TA-03576,6.35,0.89,43,3,19.05,3.97278033418093
TA-03577,6.35,0.89,61,2,19.05,5.83675990273921
TA-03593,15.88,1.24,44,2,38.1,5.01883453981961
TA-03621,6.35,0.89,18,2,19.05,4.06180622402252
TA-03639,25.4,1.65,176,5,50.8,17.9442809211954
TA-03649,6.35,0.89,16,1,19.05,1.41328600123523
TA-03669,12.7,1.24,113,5,25.4,1.10725950490477
TA-03674,9.52,1.24,65,8,19.05,17.0428937865493
TA-03685,12.7,1.65,242,6,38.1,13.412306716447
TA-03690,9.52,1.65,82,7,19.05,6.91619881706849
TA-03697,6.35,0.89,27,3,19.05,0.556411811509935
TA-03699,6.35,0.89,36,4,19.05,3.50817647157014
TA-03706,12.7,1.65,100,7,19.05,5.78668283970332
TA-03707,12.7,1.65,31,2,19.05,4.34835830695014
TA-03724,6.35,0.71,22,2,19.05,2.33692960834173
TA-03764,12.7,0.89,80,3,127,6.00368344619219
TA-03772,6.35,1.65,101,4,19.05,8.88311457075611
TA-03776,6.35,1.65,102,4,19.05,11.4398268446443
TA-03783,12.7,0.89,58,3,38.1,3.13816261691603
TA-03784,12.7,0.89,58,3,38.1,7.72299594375789
TA-03799,6.35,0.89,74,4,19.05,7.61171358145591
TA-03800,9.52,0.89,62,3,127,1.30200363893325
TA-03807,6.35,1.65,196,9,19.05,28.1238350127696
TA-03830,6.35,1.65,42,4,19.05,18.144589173339
TA-03832,6.35,1.65,68,2,19.05,18.4756542011874
TA-03854,12.7,1.24,105,5,25.4,19.3102719184523
TA-03869,6.35,1.65,170,7,19.05,7.34185385287359
TA-03881,25.4,1.65,131,7,63.5,4.01172916098663
TA-03897,12.7,1.65,43,2,25.4,3.26335527450577
TA-03899,12.7,1.65,35,2,25.4,3.19102173900948
TA-03911,12.7,1.65,193,7,38.1,6.59069790733518
TA-03912,15.88,1.65,233,6,50.8,7.10816089203942
TA-03936,15.88,1.65,89,9,31.75,60.3651174307128
TA-03941,15.88,1.65,136,7,38.1,21.3884700344419
TA-03942,15.88,1.65,45,2,50.8,19.2963616231645
TA-03943,12.7,1.65,43,3,38.1,6.3792614189614
TA-03944,12.7,1.65,24,2,25.4,25.1665062345943
TA-03946,6.35,0.89,77,4,19.05,14.1606806029278
TA-03948,6.35,0.89,81,3,19.05,14.450014744913
TA-03951,63.5,1.65,183,5,101.6,47.0696571946829
TA-03954,15.88,1.65,80,4,38.1,34.6421993846085
TA-03960,19.05,1.65,53,2,50.8,29.1615430412357
TA-03961,19.05,1.65,38,2,50.8,14.5891176977905
TA-03970,15.88,1.65,168,8,38.1,19.2907975050494
TA-03973,15.88,1.65,77,4,50.8,9.15297429933842
TA-03974,15.88,1.65,141,7,38.1,21.196507959471
TA-03975,15.88,1.65,115,5,38.1,10.3214391035093
TA-03976,15.88,1.65,141,9,38.1,16.2778275457231
TA-03985,15.88,1.65,175,4,38.1,7.18605854565081
TA-03987,15.88,1.65,144,5,31.75,17.0345476093766
TA-03988,15.88,1.65,86,3,31.75,14.6753615285745
TA-03989,19.05,1.65,14,0,0,15.315235111811
TA-03997,6.35,1.65,182,12,19.05,21.3244826761182
TA-04006,12.7,1.65,34,2,15.87,1.22688804437941
TA-04007,12.7,1.65,56,4,25.4,1.39937570594749
TA-04008,12.7,1.65,56,4,25.4,1.39937570594749
TA-04018,12.7,1.65,57,4,25.4,1.34373452479649
TA-04056,15.88,1.65,139,7,38.1,15.9439804588172
TA-04057,9.52,1.24,51,5,19.05,2.9851493687508
TA-04059,38.1,1.65,113,2,76.2,11.9572898293485
TA-04060,38.1,1.65,113,2,76.2,11.9572898293485
TA-04061,76.2,1.65,23,0,0,9.70382199273326
TA-04064,6.35,0.71,41,2,19.05,2.18948047829159
TA-04093,25.4,1.65,215,6,63.5,17.5965235390017
TA-04096,15.88,1.65,175,7,38.1,19.4132081035816
TA-04097,15.88,1.65,128,6,50.8,11.7903662858955
TA-04179,6.35,1.65,48,1,19.05,8.19038186542624
TA-04180,25.4,1.65,188,7,63.5,6.81882675005425
TA-04211,9.52,1.24,87,7,19.05,4.86303923259683
TA-04212,41.28,1.65,78,2,101.6,47.9905187427319
TA-04213,41.28,1.65,99,2,101.6,47.9905187427319
TA-04230,9.52,1.24,50,5,19.05,4.84078276013643
TA-04232,12.7,1.24,71,5,19.05,8.01511214480061
TA-04234,9.52,1.24,74,9,19.05,8.9387557519071
TA-04269,9.52,1.65,63,4,19.05,0.823489481034703
TA-04281,12.7,0.89,69,2,38.1,6.97462205727703
TA-04292,6.35,0.89,33,2,19.05,6.08158109980359
TA-04293,6.35,0.89,20,2,19.05,2.37866049420497
TA-04295,19.05,1.65,64,3,38.1,10.5662603005737
TA-04297,19.05,1.65,52,2,38.1,8.39625423568491
TA-04298,19.05,1.65,68,4,38.1,20.5371599628317
TA-04300,12.7,1.65,182,9,38.1,24.8270950295733
TA-04333,15.88,1.65,207,8,38.1,12.015713069557
TA-04335,15.88,1.65,137,5,38.1,17.0345476093766
TA-04337,9.52,0.89,75,4,19.05,4.15083211386411
TA-04355,9.52,1.24,81,4,31.75,12.8670231411672
TA-04357,9.52,1.24,116,7,19.05,5.79781107593352
TA-04390,12.7,0.89,67,3,25.4,3.01018790026875
TA-04391,12.7,0.89,65,3,25.4,2.85717465210351
TA-04405,9.52,1.24,33,0,0,9.99872025283353
TA-04480,12.7,2.11,122,4,25.4,22.011651263333
TA-04483,9.52,1.65,30,3,31.75,3.04913672707444
TA-04484,34.92,1.65,30,1,76.2,3.14650879408868
TA-04497,6.35,0.89,54,4,19.05,12.5776889991821
TA-04498,19.05,1.65,124,5,38.1,12.2354957351035
TA-04509,25.4,1.65,77,3,50.8,18.5702442091441
TA-04515,9.52,0.89,57,1,127,4.64047450799286
TA-04530,6.35,1.65,142,5,19.05,11.6401350967878
TA-04531,6.35,1.65,164,5,19.05,11.6401350967878
TA-04533,6.35,1.65,121,8,19.05,13.1452290469222
TA-04535,6.35,1.65,110,8,19.05,13.1452290469222
TA-04536,6.35,1.65,38,2,19.05,9.88187377241644
TA-04538,6.35,1.65,120,4,19.05,9.77615552822955
TA-04602,12.7,1.65,53,4,25.4,4.54866655909372
TA-04618,9.52,0.89,14,1,31.75,2.50663521085226
TA-04621,15.88,2.11,194,7,50.8,118.237509945861
TA-04644,6.35,0.71,220,7,19.05,54.7064093076568
TA-04645,6.35,0.71,220,7,19.05,23.717053465611
TA-04668,9.52,0.89,70,5,31.75,6.16504287153008
TA-04727,6.35,2.375,101,11,19.05,3.91713915302994
TA-04740,9.52,0.89,16,1,38.1,7.47539268763597
TA-04759,6.35,0.89,67,4,19.05,4.7211542206618
TA-04772,6.35,0.89,72,7,19.05,4.78514157898544
TA-04787,6.35,2.375,55,8,19.05,4.54310244097862
TA-04790,15.88,1.65,79,3,31.75,54.8622046148796
TA-04801,6.35,0.89,29,3,19.05,9.70660405179081
TA-04804,6.35,0.71,58,2,19.05,2.28963460436338
TA-04805,9.52,0.89,126,9,19.05,11.5511092069462
TA-04806,9.52,0.89,154,10,19.05,12.5053554636858
TA-04807,6.35,2.375,67,11,19.05,7.40305915213968
TA-04810,6.35,2,132,9,25.4,5.31095074086233
TA-04812,6.35,2,132,5,25.4,6.24294052514147
TA-04814,6.35,2,132,9,25.4,5.28313015028683
TA-04815,6.35,2,132,9,25.4,5.05778336662531
TA-04817,6.35,2,132,5,25.4,6.08992727697624
TA-04819,6.35,2,132,9,25.4,5.31095074086233
TA-04820,6.35,2,132,5,25.4,5.9981193280771
TA-04821,6.35,2,132,9,25.4,6.3959537733067
TA-04831,6.35,1.65,103,6,19.05,13.4512555432527
TA-04834,6.35,1.65,20,2,19.05,10.6163373636096
TA-04865,19.05,1.65,147,3,50.8,19.1906433789776
TA-04868,6.35,0.89,4,0,0,1.03770802846603
TA-04872,25.4,2.11,151,5,63.5,11.7041224551115
TA-04884,12.7,1.24,36,4,25.4,2.62069963221179
TA-04914,19.05,1.65,108,5,38.1,10.1684258553441
TA-04917,31.75,1.65,58,2,76.2,3.95887003889319
TA-04918,31.75,1.65,58,2,76.2,3.95887003889319
TA-04925,41.28,1.65,79,2,101.6,4.27602477145385
TA-04927,19.05,1.65,15,0,0,5.02996277604981
TA-04952,9.52,0.89,37,2,19.05,13.3817040668139
