tube_assembly_id,diameter,wall,length,num_bends,bend_radius,cost
TA-01302,19.05,2.11,99,3,50.8,29.0558247970488
TA-01303,19.05,2.11,99,3,50.8,29.0558247970488
TA-01307,7.94,0.71,117,4,25.4,21.6277271133912
TA-01312,25.4,1.65,112,4,63.5,28.9974015568402
TA-01325,6.35,0.71,26,2,19.05,20.5872370258676
TA-01343,6.35,0.71,148,10,19.05,22.1284977437501
TA-01349,6.35,0.71,139,7,19.05,21.8530738970527
TA-01350,6.35,0.71,228,6,19.05,22.5235501299222
TA-01352,6.35,0.71,165,6,19.05,22.0033050861604
TA-01356,6.35,0.71,128,5,19.05,21.6305091724487
TA-01357,6.35,0.71,127,4,19.05,21.5553935778949
TA-01358,6.35,0.71,135,9,19.05,21.956010082182
TA-01360,15.88,1.65,106,7,38.1,28.7275418282579
TA-01362,15.88,1.24,79,2,38.1,27.1668066969726
TA-01363,15.88,1.24,77,2,38.1,27.1528964016848
TA-01401,9.52,1.24,65,4,31.75,21.7306632985205
TA-01425,15.88,1.65,121,2,110,28.4994129855389
TA-01431,12.7,1.24,78,2,38.1,21.7557018300384
TA-01433,12.7,1.24,151,6,38.1,25.0580059313499
TA-01434,12.7,1.24,157,7,38.1,25.1581600574217
TA-01435,12.7,1.24,106,2,38.1,28.0932323631366
TA-01436,12.7,1.24,104,6,38.1,28.3463997373736
TA-01437,12.7,1.24,48,2,38.1,27.7538211581155
TA-01438,12.7,1.24,111,4,38.1,28.2545917884745
TA-01441,9.52,0.71,24,2,19.05,27.4950896657634
TA-01443,9.52,0.71,35,3,19.05,27.6175002642956
TA-01467,6.35,0.71,102,4,19.05,21.3495212076362
TA-01470,9.52,1.24,107,6,31.75,22.0812027397718
TA-01471,9.52,1.24,123,7,31.75,22.2314339288794
TA-01478,12.7,1.65,18,1,38.1,27.5256923153965
TA-01479,19.05,1.65,119,2,50.8,28.4855026902511
TA-01480,12.7,1.24,157,8,38.1,28.7915291865816
TA-01481,9.52,1.24,44,3,31.75,21.5553935778949
TA-01484,6.35,0.71,87,5,19.05,21.2910979674276
TA-01488,6.35,0.71,45,3,19.05,20.8098017504716
TA-01503,9.52,1.65,19,1,31.75,21.3217006170607
TA-01505,9.52,0.89,67,4,31.75,21.7167530032327
TA-01509,9.52,0.89,55,4,31.75,21.6583297630242
TA-01516,6.35,0.71,84,7,19.05,21.3995982706721
TA-01517,9.52,0.89,65,4,31.75,21.7084068260601
TA-01519,9.52,0.89,46,4,31.75,21.616598877161
TA-01527,12.7,1.24,27,2,38.1,21.4580215108806
TA-01529,9.52,0.89,86,4,31.75,27.9318729377987
TA-01537,9.52,0.71,92,7,31.75,22.0339077357934
TA-01556,25.4,3.05,76,2,50.8,26.5241510546786
TA-01566,12.7,1.24,75,3,38.1,28.0515014772734
TA-01567,12.7,1.24,75,3,38.1,28.0515014772734
TA-01589,9.52,0.71,43,3,19.05,27.5757693784324
TA-01597,9.52,1.24,45,3,31.75,21.5581756369524
TA-01624,15.88,1.65,151,6,31.75,25.1887627070547
TA-01649,19.05,1.24,87,3,50.8,22.0812027397718
TA-01650,19.05,1.24,127,4,50.8,28.8638627220779
TA-01654,19.05,1.24,82,4,38.1,22.1284977437501
TA-01655,19.05,1.24,44,2,50.8,27.948565292144
TA-01665,7.94,0.89,29,2,25.4,20.5928011439827
TA-01667,12.7,0.89,33,1,38.1,21.4274188612476
TA-01679,6.35,0.71,106,4,19.05,21.3801238572692
TA-01680,6.35,0.71,143,5,19.05,21.7529197709809
TA-01681,6.35,0.71,84,3,19.05,21.1325206011473
TA-01682,6.35,0.71,143,5,19.05,21.7529197709809
TA-01704,9.52,0.89,17,2,19.05,21.3411750304635
TA-01706,9.52,0.89,59,4,19.05,21.6778041764271
TA-01721,6.35,0.71,266,6,19.05,22.8351407443677
TA-01723,25.4,2.11,102,3,63.5,23.0994363548349
TA-01728,19.05,1.65,101,4,50.8,28.5105412217691
TA-01729,12.7,0.89,115,5,38.1,22.1730106886709
TA-01736,12.7,1.65,129,5,38.1,22.3538445274116
TA-01738,19.05,1.24,32,2,50.8,21.7779583024988
TA-01746,19.05,1.24,29,2,50.8,21.7640480072111
TA-01758,6.35,0.89,93,2,19.05,21.8558559561102
TA-01763,19.05,1.65,44,2,50.8,22.0756386216567
TA-01767,12.7,2.11,251,3,38.1,23.7253996427836
TA-01769,12.7,2.11,253,3,38.1,23.7448740561865
TA-01771,12.7,2.11,324,5,38.1,24.5433250057032
TA-01773,9.52,1.65,45,2,31.75,21.5637397550675
TA-01774,9.52,1.65,87,2,31.75,21.8502918379951
TA-01777,12.7,1.65,170,6,38.1,29.6984804393428
TA-01783,25.4,2.41,21,2,50.8,28.3575279736038
TA-01787,9.52,1.65,43,4,31.75,21.6833682945422
TA-01788,9.52,1.65,44,4,31.75,21.6917144717148
TA-01816,19.05,3.05,100,4,50.8,22.9909360515905
TA-01828,25.4,3.05,80,3,63.5,23.1689878312737
TA-01831,9.52,0.89,94,5,19.05,28.0375911819856
TA-01837,9.52,0.89,343,9,31.75,23.0521413508566
TA-01860,6.35,0.71,134,3,19.05,21.5470474007222
TA-01867,19.05,2.11,116,2,50.8,22.3927933542173
TA-01874,6.35,0.71,178,3,19.05,21.9087150782037
TA-01875,6.35,0.71,206,4,19.05,22.2063953973615
TA-01879,6.35,0.71,217,7,19.05,22.4985115984042
TA-01886,6.35,0.71,106,6,19.05,21.5136626920316
TA-01887,6.35,0.71,107,6,19.05,21.5220088692043
TA-01888,6.35,0.71,120,6,19.05,21.6305091724487
TA-01907,6.35,0.71,119,7,19.05,21.6889324126573
TA-01908,6.35,0.71,156,9,19.05,22.1284977437501
TA-01911,9.52,1.24,40,3,31.75,27.6536670320438
TA-01920,19.05,1.24,87,4,50.8,22.1479721571529
TA-01927,6.35,0.71,88,3,19.05,21.1659053098379
TA-01928,19.05,1.24,129,5,50.8,22.3983574723324
TA-01953,25.4,2.41,519,2,63.5,19.8026963716386
TA-01956,15.88,1.65,195,2,50.8,29.0196580293006
TA-01957,15.88,1.65,192,1,50.8,28.9306321394591
TA-01958,15.88,1.65,190,0,0,28.8499524267901
TA-01960,15.88,2.41,198,3,50.8,29.7819422110693
TA-01962,12.7,2.11,168,2,38.1,22.8796536892885
TA-01974,12.7,1.24,85,2,38.1,27.9708217646044
TA-01991,9.52,1.24,30,4,19.05,27.6675773273315
TA-01997,25.4,2.11,36,2,50.8,30.0351095853063
TA-02007,6.35,0.71,214,7,19.05,22.4734730668863
TA-02009,6.35,0.71,186,4,19.05,22.0422539129661
TA-02010,6.35,0.71,221,5,19.05,22.3983574723324
TA-02011,6.35,0.71,216,3,19.05,22.2230877517068
TA-02015,6.35,0.71,105,5,19.05,21.4413291565353
TA-02022,9.52,1.65,66,5,19.05,21.9059330191461
TA-02024,9.52,1.24,84,4,19.05,52.6810703137606
TA-02037,15.88,1.65,63,2,31.75,44.6325734602694
TA-02041,19.05,1.65,35,2,38.1,53.5212521491406
TA-02056,9.52,1.24,22,2,19.05,21.3717776800966
TA-02057,9.52,1.24,21,2,19.05,27.4867434885908
TA-02063,9.52,1.65,41,2,31.75,21.535919164492
TA-02070,19.05,3.05,146,4,50.8,23.550129922158
TA-02083,9.52,0.89,85,0,0,28.0487194182158
TA-02090,9.52,0.89,34,2,31.75,21.42463680219
TA-02095,6.35,0.89,75,3,19.05,21.8057788930743
TA-02096,19.05,1.24,89,2,50.8,22.0227794995632
TA-02116,19.05,2.11,49,1,50.8,28.0181167685828
TA-02119,6.35,0.89,29,4,19.05,21.5331371054345
TA-02150,6.35,0.89,31,4,19.05,27.7037440950796
TA-02153,19.05,1.24,197,7,50.8,29.5343389549473
TA-02154,19.05,1.24,139,5,50.8,28.5717465210351
TA-02172,12.7,1.65,151,8,38.1,22.6988198505478
TA-02174,9.52,0.89,89,3,19.05,21.758483889096
TA-02182,15.88,1.24,142,5,50.8,22.5708451339005
TA-02183,15.88,1.65,225,5,38.1,29.3284665846887
TA-02184,9.52,1.65,124,0,0,29.7735960338966
TA-02193,12.7,1.24,41,2,38.1,27.7120902722523
TA-02198,19.05,2.11,176,4,50.8,26.7105490115344
TA-02200,12.7,1.65,152,8,38.1,22.7043839686629
TA-02201,12.7,1.65,150,8,38.1,22.6904736733751
TA-02211,6.35,0.71,193,10,19.05,29.4258386517029
TA-02227,9.52,1.65,37,3,31.75,21.5776500503553
TA-02235,19.05,1.24,28,1,50.8,27.5423846697418
TA-02237,12.7,1.65,245,4,38.1,26.7522798973977
TA-02257,9.52,0.89,111,6,19.05,28.2434635522443
TA-02261,12.7,1.24,128,7,38.1,28.5550541666898
TA-02275,12.7,2.11,61,4,38.1,22.0088692042755
TA-02277,9.52,1.24,55,4,19.05,21.6778041764271
TA-02308,9.52,1.24,44,3,31.75,21.5553935778949
TA-02310,6.35,0.71,23,4,19.05,20.695737329112
TA-02314,9.52,1.24,38,3,31.75,21.5220088692043
TA-02319,12.7,1.65,35,2,38.1,21.5331371054345
TA-02321,12.7,1.65,96,4,25.4,22.067292444484
TA-02334,6.35,0.71,114,6,19.05,21.5804321094128
TA-02337,6.35,0.89,19,1,19.05,27.5256923153965
TA-02338,12.7,2.11,41,2,25.4,27.9318729377987
TA-02344,12.7,2.11,89,4,25.4,28.5161053398842
TA-02345,12.7,2.11,101,4,25.4,28.6301697612437
TA-02347,12.7,2.11,98,3,25.4,28.5327976942295
TA-02359,6.35,0.71,181,7,19.05,22.2008312792464
TA-02375,12.7,2.11,131,6,25.4,25.5532124435938
TA-02376,12.7,2.11,131,6,25.4,29.0446965608186
TA-02379,12.7,2.11,136,6,25.4,25.6005074475721
TA-02381,12.7,2.11,99,4,25.4,28.6106953478408
TA-02383,12.7,2.11,96,3,25.4,28.5161053398842
TA-02418,9.52,0.89,47,2,19.05,21.4858421014561
TA-02419,12.7,1.24,77,4,25.4,21.8836765466857
TA-02432,12.7,0.89,66,3,31.75,29.7680319157815
TA-02455,9.52,0.71,54,2,19.05,27.8345008707845
TA-02469,12.7,0.89,96,3,38.1,21.9281894916065
TA-02474,15.88,1.65,72,2,38.1,22.0033050861604
TA-02475,15.88,1.65,143,5,38.1,30.4496363848812
TA-02476,15.88,1.65,146,4,38.1,30.4023413809028
TA-02496,9.52,1.65,85,5,31.75,22.036689794851
TA-02498,9.52,1.65,58,2,31.75,21.6527656449091
TA-02500,15.88,1.65,134,5,50.8,22.7794995632167
TA-02504,19.05,2.11,89,4,50.8,22.3510624683541
TA-02505,19.05,2.11,91,4,50.8,22.3621907045843
TA-02507,19.05,2.11,91,4,50.8,22.3621907045843
TA-02508,25.4,2.41,77,3,63.5,23.0076284059358
TA-02517,12.7,1.24,80,4,38.1,21.900368901031
TA-02519,12.7,1.24,119,5,38.1,22.1952671611313
TA-02520,12.7,1.24,177,8,38.1,22.7349866182959
TA-02522,12.7,1.65,115,2,38.1,25.5865971522843
TA-02523,12.7,0.89,69,5,38.1,28.0765400087913
TA-02525,25.4,3.05,58,0,0,33.5516322340491
TA-02577,12.7,1.24,17,2,38.1,21.3995982706721
TA-02578,25.4,2.11,72,2,63.5,30.6972396410031
TA-02579,12.7,0.89,86,5,25.4,28.1766941348631
TA-02582,9.52,1.65,65,6,31.75,21.9671383184122
TA-02589,25.4,1.65,80,3,63.5,28.3491817964312
TA-02604,19.05,2.11,31,1,50.8,24.7074664900986
TA-02606,19.05,2.11,17,1,80,24.532196769473
TA-02607,9.52,0.89,89,5,31.75,21.8920227238584
TA-02635,25.4,1.65,84,5,63.5,22.3872292361022
TA-02646,15.88,1.65,162,4,50.8,28.8193497771571
TA-02648,15.88,1.65,162,4,50.8,28.8193497771571
TA-02676,9.52,1.24,105,6,31.75,22.0728565625991
TA-02681,6.35,0.71,180,5,19.05,22.0589462673114
TA-02683,6.35,0.71,167,5,19.05,21.9532280231245
TA-02688,6.35,0.71,292,8,19.05,23.185680185619
TA-02714,9.52,1.24,66,3,31.75,21.6694579992544
TA-02720,6.35,0.71,61,3,19.05,20.9433405852339
TA-02721,6.35,0.71,132,3,19.05,21.5303550463769
TA-02723,15.88,1.65,134,2,50.8,28.3603100326614
TA-02724,15.88,1.65,133,4,50.8,28.6162594659559
TA-02726,15.88,1.65,225,4,50.8,25.7757771681977
TA-02728,15.88,1.65,276,4,50.8,29.4926080690841
TA-02729,15.88,1.65,187,4,50.8,29.0947736238545
TA-02730,15.88,1.65,187,5,50.8,29.1615430412357
TA-02733,9.52,0.89,32,2,31.75,21.4135085659598
TA-02745,9.52,0.89,23,1,31.75,21.3022262036578
TA-02778,12.7,1.65,58,4,25.4,16.8982267155567
TA-02803,6.35,0.71,88,6,19.05,21.3662135619815
TA-02811,6.35,0.71,41,1,19.05,20.6456602660761
TA-02814,9.52,0.89,11,1,19.05,27.3643328900586
TA-02829,15.88,1.65,68,4,38.1,28.0348091229281
TA-02830,6.35,0.71,181,5,19.05,22.067292444484
TA-02831,6.35,0.71,178,6,19.05,22.1090233303473
TA-02836,25.4,1.65,80,2,63.5,17.9832297480011
TA-02837,12.7,2.11,248,5,38.1,23.8311178869705
TA-02840,12.7,2.11,253,5,38.1,23.8784128909488
TA-02843,12.7,2.11,115,2,38.1,22.3816651179871
TA-02848,12.7,2.11,194,3,38.1,23.1884622446765
TA-02851,9.52,1.65,62,5,31.75,21.8002147749592
TA-02887,12.7,1.24,53,3,38.1,21.6778041764271
TA-02888,12.7,1.24,77,4,38.1,21.8836765466857
TA-02902,19.05,1.65,244,5,50.8,23.0382310555688
TA-02905,6.35,0.71,133,6,19.05,21.7390094756931
TA-02909,6.35,0.71,89,6,19.05,21.3745597391541
TA-02910,6.35,0.71,93,7,19.05,21.4747138652259
TA-02916,6.35,0.71,93,7,19.05,21.4747138652259
TA-02919,6.35,0.71,85,4,19.05,21.2076361957012
TA-02963,9.52,0.71,38,2,31.75,27.5646411422022
TA-02972,19.05,1.24,202,5,50.8,28.844388308675
TA-02978,9.52,1.24,29,2,19.05,27.497871724821
TA-03010,19.05,1.24,20,1,38.1,24.1621829148189
TA-03012,9.52,1.24,24,2,19.05,21.3829059163268
TA-03013,9.52,1.24,22,1,31.75,21.3050082627154
TA-03021,9.52,0.89,29,2,31.75,21.3995982706721
TA-03031,15.88,2.41,29,2,38.1,28.2406814931867
TA-03040,9.52,1.65,73,2,31.75,21.7557018300384
TA-03048,19.05,1.24,28,2,50.8,21.758483889096
TA-03050,12.7,1.24,67,3,38.1,21.758483889096
TA-03060,12.7,1.65,48,3,38.1,27.8038982211514
TA-03062,19.05,1.24,32,2,50.8,21.7779583024988
TA-03065,19.05,1.24,72,2,50.8,21.9504459640669
TA-03071,9.52,0.89,35,2,31.75,21.4274188612476
TA-03101,12.7,1.65,193,9,38.1,23.0410131146264
TA-03130,15.88,1.65,216,4,50.8,23.1495134178708
TA-03133,15.88,1.65,100,2,50.8,22.2008312792464
TA-03137,15.88,1.65,122,2,50.8,22.3566265864692
TA-03139,22.22,2.11,196,1,63.5,26.5519716452541
TA-03142,6.35,0.71,126,5,19.05,22.3065495234333
TA-03145,6.35,0.71,147,5,19.05,22.4484345353683
TA-03149,6.35,0.71,532,10,19.05,25.4113274316587
TA-03154,9.52,0.89,62,4,31.75,27.8734496975902
TA-03186,9.52,0.89,47,3,19.05,21.5526115188373
TA-03211,15.88,1.65,47,3,38.1,24.7631076712496
TA-03223,19.05,1.65,98,4,38.1,22.3621907045843
TA-03224,9.52,1.24,41,4,19.05,27.917962642511
TA-03243,19.05,1.65,137,2,50.8,28.5940029934955
TA-03279,15.88,1.24,18,1,50.8,27.5924617327777
TA-03288,12.7,1.24,136,7,38.1,22.4289601219655
TA-03289,12.7,1.24,136,7,38.1,22.4289601219655
TA-03318,12.7,1.24,28,2,25.4,21.4635856289957
TA-03322,9.52,0.71,163,8,31.75,21.6889324126573
TA-03329,19.05,1.65,72,3,50.8,27.5006537838785
TA-03335,9.52,0.71,62,2,31.75,20.7319040968602
TA-03336,9.52,0.71,131,4,31.75,21.2465850225069
TA-03337,19.05,2.11,190,0,0,25.261096242551
TA-03338,25.4,2.41,203,0,0,26.1207524913339
TA-03340,12.7,1.24,21,1,38.1,21.3578673848088
TA-03343,12.7,0.89,184,8,38.1,22.1730106886709
TA-03349,19.05,3.05,85,4,50.8,22.8073201537922
TA-03378,12.7,2.11,20,2,38.1,27.609154087123
TA-03382,6.35,0.71,162,5,19.05,28.7776188912938
TA-03397,6.35,0.71,53,2,19.05,21.6082526999883
TA-03409,15.88,1.65,81,4,50.8,24.7658897303072
TA-03420,9.52,0.71,99,7,19.05,16.773034057967
TA-03431,9.52,1.65,23,2,31.75,27.5340384925691
TA-03435,9.52,0.89,78,2,31.75,21.6388553496214
TA-03436,9.52,0.89,73,2,31.75,21.6138168181034
TA-03438,9.52,0.89,68,2,31.75,21.5887782865855
TA-03440,9.52,0.89,68,2,31.75,21.5887782865855
TA-03443,9.52,0.89,106,3,31.75,21.8419456608225
TA-03446,9.52,0.89,55,3,31.75,21.591560345643
TA-03447,9.52,0.89,117,3,31.75,21.8948047829159
TA-03448,9.52,0.89,89,4,31.75,21.8252533064772
TA-03449,9.52,0.89,47,4,31.75,21.6193809362185
TA-03450,9.52,0.89,83,4,31.75,21.7946506568441
TA-03453,9.52,0.89,169,8,31.75,22.4818192440589
