tube_assembly_id,diameter,wall,length,num_bends,bend_radius,adaptor,nut,sleeve,threaded,boss,straight,elbow,other,float,hfl,tee,weighted,not weighted,total weight,S-0066,S-0041,S-0072,S-0054,S-0026,S-0013,others,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-00012,6.35,0.71,207,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,3.73630531428921
TA-00012,6.35,0.71,207,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,3.59442030235418
TA-00012,6.35,0.71,207,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,3.51095853062769
TA-00013,38.1,1.65,106,3,76.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0.215,0,0,0,0,1,0,0,50,1,No,1,10.0042843709486
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,1,21.9949589089877
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,2,12.4302398691319
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,5,6.69085203340696
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,10,4.77957746087034
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,25,3.63058707010232
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,50,3.31621439659921
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,100,3.17432938466418
TA-00014,12.7,0.89,96,4,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.096,1,0,0,0,0,0,0,0,0,Yes,250,3.08808555388014
TA-00021,6.35,2.375,81,6,19.05,0,0,0,0,0,0,0,4,0,0,0,1,0,0.052,0,0,0,0,0,0,1,1,1,No,1,3.4330608770163
TA-00022,12.7,0.89,101,6,25.4,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,0,0,0,0,0,1,0,1,1,No,1,8.5631777791379
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,1,20.9349944080613
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,2,11.3702753682055
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,5,5.63366959153809
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,10,3.71961295994391
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,25,2.57340462823345
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,50,2.25624989567278
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,100,2.11436488373775
TA-00024,9.52,0.71,99,2,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,250,2.03090311201126
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,1,20.7819811598961
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,2,11.2172621200403
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,5,5.47787428431531
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,10,3.56659971177868
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,25,2.41760932101067
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,50,2.10323664750755
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,100,1.96135163557252
TA-00025,9.52,0.71,65,3,31.75,2,0,0,0,0,0,0,0,0,0,0,1,0,0.028,1,0,0,0,0,0,0,0,0,Yes,250,1.87788986384603
TA-00027,6.35,0.89,105,5,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.028,0,0,0,0,0,0,1,30,1,No,1,2.73754611262888
TA-00028,12.7,1.65,104,3,127,0,0,0,0,1,0,0,0,0,0,0,1,0,0.032,0,0,0,0,0,0,1,3,0,Yes,5,16.7090466996433
TA-00028,12.7,1.65,104,3,127,0,0,0,0,1,0,0,0,0,0,0,1,0,0.032,0,0,0,0,0,0,1,3,0,Yes,10,10.1517335009988
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,2,25.0190571045442
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,4,14.5863356387329
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,6,11.1087618167958
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,8,9.3699749058273
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,10,8.32670275924617
TA-00031,9.52,0.89,52,3,19.05,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,2,0,Yes,12,7.63118799485875
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0,Yes,1,94.0252499680063
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,280,1,Yes,1,4.82965452390623
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0,Yes,6,22.6626530827996
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0,Yes,10,16.9538678967077
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0,Yes,20,11.676301864536
TA-00034,25.4,1.65,55,2,50.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,50,0,Yes,50,8.96935840154015
TA-00037,9.52,0.71,29,4,19.05,0,1,1,0,0,0,0,0,0,0,0,1,0,0.024,0,0,0,0,0,0,1,600,1,No,1,1.56351719034292
TA-00046,50.8,1.65,118,4,101.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0.058,0,0,0,0,1,0,0,15,1,No,1,228.148317132476
TA-00047,12.7,1.24,130,6,38.1,0,2,2,0,0,0,0,0,0,0,0,1,0,0.076,0,0,1,0,0,0,0,10,1,No,1,7.83427830605988
TA-00048,25.4,1.65,70,2,50.8,0,2,2,0,0,0,0,0,0,0,0,1,0,0.262,0,0,0,0,1,0,0,180,20,No,1,2.94063642383
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,1,29.5593774864653
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,2,17.699459724131
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,5,10.582952654919
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,10,8.20985627882909
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,25,6.7882241004212
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,50,6.3792614189614
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,100,6.19286346210557
TA-00052,25.4,1.65,96,1,63.5,0,1,1,1,2,0,0,0,0,0,0,1,0,0.491,1,0,0,0,0,0,0,0,0,Yes,250,6.08158109980359
TA-00054,9.52,1.24,92,8,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,5,0,Yes,2,38.7874673803575
TA-00054,9.52,1.24,92,8,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,5,0,Yes,3,27.9596935283742
TA-00054,9.52,1.24,92,8,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,5,0,Yes,4,22.5931016063609
TA-00054,9.52,1.24,92,8,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,0,0,0,0,0,1,5,0,Yes,6,16.575507864881
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,1,28.646862115589
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,2,16.7869443532547
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,5,9.67043728404266
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,10,7.30012296701034
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,25,5.87570872954491
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,50,5.46952810714266
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,100,5.28034809122928
TA-00056,15.88,1.65,128,5,38.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.112,1,0,0,0,0,0,0,0,0,Yes,250,5.16906572892729
TA-00058,6.35,0.71,50,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,0,0,1,0,0,0,0,2,0,Yes,2,11.9155589434853
TA-00058,6.35,0.71,50,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,0,0,1,0,0,0,0,2,0,Yes,4,8.64663955086438
TA-00058,6.35,0.71,50,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,0,0,1,0,0,0,0,2,0,Yes,6,7.22778943151405
TA-00058,6.35,0.71,50,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,0,0,1,0,0,0,0,2,0,Yes,8,6.45159495445769
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.3217006170607
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,11.7569815772049
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.02037580053749
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.10631916894332
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,2.9573287781753
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,2.64295610467219
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,2.50107109273716
TA-00061,6.35,0.71,107,3,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,2.41760932101067
TA-00062,9.52,0.89,53,5,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,1,0,0,0,0,0,200,60,No,60,2.37587843514742
TA-00063,9.52,0.89,12,1,31.75,0,2,2,0,0,0,0,0,0,0,0,1,0,0.042,0,1,0,0,0,0,0,200,40,No,40,1.54960689505517
TA-00064,25.4,1.65,89,5,50.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,300,60,No,60,2.18391636017649
TA-00066,12.7,0.89,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.214,0,0,0,0,0,0,1,8821,1,No,1,1.26305481212755
TA-00068,25.4,1.65,52,3,50.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0.09,0,0,0,0,1,0,0,701,1,Yes,1,4.78792363804299
TA-00073,12.7,0.89,61,2,127,0,0,0,0,0,0,0,1,0,0,0,1,0,0.033,0,0,0,0,1,0,0,115,1,No,1,10.7470941393144
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,22.5068577755769
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,12.9421387357211
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,7.2027508999961
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,5.29147632745948
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,4.14248593669146
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,3.8253312041308
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,3.68622825125332
TA-00076,6.35,0.71,218,7,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,3.59998442046928
TA-00077,21.7,2.8,92,4,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,5,0,Yes,3,35.3043294403054
TA-00077,21.7,2.8,92,4,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,5,0,Yes,6,23.1578595950435
TA-00077,21.7,2.8,92,4,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,5,0,Yes,9,18.792808933748
TA-00077,21.7,2.8,92,4,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,5,0,Yes,12,16.2472248960901
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.6054706409308
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,12.040751601075
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.30136376535001
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.38730713375583
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,3.24109880204537
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,2.92394406948471
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,2.78205905754967
TA-00078,6.35,0.71,133,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,2.69859728582318
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.5387012235496
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,11.9739821836938
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.23459434796882
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.32053771637464
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,3.17432938466418
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,2.85717465210351
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,2.71807169922603
TA-00080,6.35,0.71,125,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,2.63182786844199
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.4914062195712
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,11.9266871797154
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.18729934399047
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.2732427123963
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,3.12703438068583
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,2.80987964812517
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,2.66799463619014
TA-00082,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,2.58453286446365
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.4914062195712
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,11.9266871797154
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.18729934399047
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.2732427123963
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,25,3.12703438068583
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,50,2.80987964812517
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,100,2.66799463619014
TA-00083,6.35,0.71,103,6,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,250,2.58453286446365
TA-00084,6.35,0.71,132,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,1,21.5971244637581
TA-00084,6.35,0.71,132,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,2,12.0324054239023
TA-00084,6.35,0.71,132,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,5,6.29301758817736
TA-00084,6.35,0.71,132,4,19.05,2,0,0,0,0,0,0,0,0,0,0,1,0,0.018,1,0,0,0,0,0,0,0,0,Yes,10,4.37896095658319
