tube_assembly_id,diameter,wall,length,num_bends,bend_radius,cost
TA-00696,15.88,0.89,100,3,38.1,21.5637397550675
TA-00697,19.05,1.24,179,3,50.8,25.5810330341692
TA-00717,12.7,0.89,72,4,38.1,28.0264629457554
TA-00721,12.7,0.89,91,5,19.05,58.6569331693773
TA-00730,9.52,1.24,70,3,31.75,3.50539441251259
TA-00731,12.7,1.65,36,1,38.1,27.6453208548711
TA-00736,19.05,1.24,100,0,0,28.0681938316187
TA-00737,19.05,1.24,205,3,50.8,28.7247597692004
TA-00740,15.88,1.24,121,4,50.8,22.3733189408145
TA-00741,15.88,1.24,122,5,50.8,22.4484345353683
TA-00742,15.88,1.24,144,7,50.8,22.7155122048931
TA-00749,9.52,1.65,15,2,31.75,27.361550831001
TA-00759,12.7,1.65,101,5,38.1,22.1674465705558
TA-00761,12.7,1.65,99,6,38.1,28.393694741352
TA-00763,12.7,1.65,70,3,38.1,29.8459295693929
TA-00764,15.88,1.65,40,2,38.1,21.7779583024988
TA-00768,12.7,1.65,111,7,38.1,28.5411438714021
TA-00770,25.4,2.41,86,4,50.8,29.2783895216528
TA-00771,6.35,0.89,103,4,19.05,13.2092164052458
TA-00772,6.35,0.89,173,3,19.05,13.4540376023102
TA-00775,12.7,1.24,31,2,38.1,27.6536670320438
TA-00776,9.52,0.89,16,1,31.75,21.2688414949673
TA-00779,25.4,1.65,88,3,63.5,30.104661061745
TA-00783,25.4,2.41,178,5,50.8,40.3676769250458
TA-00787,6.35,0.89,58,4,12.7,1.39381158783239
TA-00790,25.4,2.41,156,5,63.5,29.8153269197599
TA-00803,15.88,1.65,48,2,31.75,10.2324132136677
TA-00804,19.05,1.24,43,2,50.8,2.88777730173656
TA-00808,25.4,2.41,98,2,50.8,25.8230721721761
TA-00810,12.7,1.24,108,5,25.4,27.8734496975902
TA-00818,15.88,1.65,43,2,31.75,2.62904580938444
TA-00819,15.88,1.65,89,9,31.75,9.73164258330876
TA-00821,9.52,0.89,66,3,31.75,2.92116201042716
TA-00832,15.88,0.89,211,6,38.1,22.8184483900224
TA-00834,19.05,2.11,78,5,38.1,28.4743744540209
TA-00847,25.4,1.24,33,0,0,22.2954212872031
TA-00850,9.52,0.89,99,1,31.75,21.672240058312
TA-00859,15.88,1.65,85,6,38.1,28.4131691547548
TA-00863,25.4,2.41,39,1,63.5,135.928623492819
TA-00869,12.7,1.65,80,2,101.5,17.5659208893686
TA-00875,6.35,0.71,31,2,19.05,20.6289679117308
TA-00888,19.05,2.11,76,3,50.8,22.1980492201888
TA-00890,19.05,2.11,40,2,50.8,21.8975868419735
TA-00891,19.05,2.11,84,4,50.8,22.3176777596635
TA-00902,12.7,1.65,135,6,38.1,22.3872292361022
TA-00903,15.88,1.65,67,3,31.75,2.09767252939245
TA-00905,15.88,1.65,15,1,31.75,1.92518486782437
TA-00914,12.7,0.89,105,5,25.4,21.3912520934994
TA-00922,12.7,1.65,225,3,127,26.379483983686
TA-00923,6.35,0.71,137,3,19.05,25.6144177428598
TA-00924,6.35,0.71,113,3,19.05,25.3946350773134
TA-00928,25.4,1.65,143,7,63.5,27.9986423551799
TA-00930,9.52,0.89,70,3,31.75,21.6666759401969
TA-00932,12.7,0.89,97,5,38.1,3.49983029439749
TA-00934,12.7,0.89,55,3,38.1,2.17557018300384
TA-00943,15.88,1.65,76,1,31.75,26.1903039677726
TA-00966,15.88,1.24,40,1,50.8,1.6970560251053
TA-00967,15.88,1.24,78,4,31.75,6.59069790733518
TA-00975,12.7,1.24,80,5,25.4,21.9671383184122
TA-00981,12.7,1.24,51,3,38.1,27.837282929842
TA-00982,12.7,1.24,52,3,38.1,27.8428470479571
TA-00983,19.05,2.11,74,2,38.1,28.2490276703594
TA-00985,9.52,0.89,97,4,31.75,21.8642021332829
TA-00989,25.4,2.41,18,1,63.5,22.3232418777786
TA-00991,19.05,2.11,46,1,38.1,28.5773106391502
TA-00993,19.05,2.11,38,1,38.1,28.5272335761144
TA-00994,12.7,1.24,59,2,38.1,21.6444194677365
TA-00995,12.7,0.89,72,2,38.1,21.7223171213478
TA-00996,6.35,0.71,55,2,19.05,21.6221629952761
TA-00998,19.05,2.11,70,2,50.8,22.092330976002
TA-01001,15.88,1.24,72,5,25.4,50.8588216310656
TA-01007,9.52,0.89,41,2,31.75,21.4580215108806
TA-01010,9.52,0.89,85,2,31.75,8.75792191316637
TA-01012,6.35,0.89,26,1,19.05,4.71280804348915
TA-01022,25.4,1.65,183,5,63.5,5.85067019802696
TA-01024,15.88,1.65,147,8,38.1,8.58265219254074
TA-01029,9.52,0.71,47,4,31.75,30.5108416841473
TA-01033,12.7,1.24,189,5,38.1,28.7776188912938
TA-01034,9.52,0.71,62,5,31.75,27.8817958747628
TA-01037,12.7,0.89,73,4,38.1,230.248771720926
TA-01040,25.4,2.41,58,2,63.5,28.70250329674
TA-01042,9.52,0.89,34,2,31.75,21.42463680219
TA-01044,9.52,0.89,28,2,31.75,21.394034152557
TA-01045,15.88,1.65,274,5,50.8,29.7735960338966
TA-01047,15.88,1.65,287,3,50.8,23.580732571791
TA-01048,15.88,1.65,287,3,50.8,65.3533493208994
TA-01054,25.4,2.41,35,2,63.5,24.056464670632
TA-01056,9.52,1.24,30,2,31.75,9.3699749058273
TA-01057,19.05,3.05,131,5,50.8,29.9349554592345
TA-01061,25.4,1.65,91,2,63.5,22.2314339288794
TA-01062,25.4,1.65,76,2,63.5,22.1368439209228
TA-01066,12.7,1.24,28,2,19.05,21.4635856289957
TA-01068,6.35,0.71,24,2,19.05,21.4107265069023
TA-01071,19.05,2.11,86,6,50.8,28.5940029934955
TA-01072,19.05,2.11,26,1,50.8,27.8706676385326
TA-01074,19.05,2.11,32,1,50.8,27.9096164653383
TA-01077,15.88,1.65,117,2,50.8,4.13970387763391
TA-01089,12.7,0.89,90,3,38.1,7.44479003800293
TA-01090,12.7,1.65,85,6,19.05,27.553512905972
TA-01097,12.7,0.89,87,4,25.4,19.5968240013799
TA-01102,15.88,1.65,190,7,31.75,25.5281739120758
TA-01105,6.35,0.71,54,5,19.05,24.9606338643357
TA-01109,34.92,1.65,55,3,63.5,4.40678154715868
TA-01113,34.92,1.65,65,3,63.5,11.9795463018089
TA-01118,15.88,1.24,99,5,38.1,22.3065495234333
TA-01124,9.52,1.24,166,6,31.75,9.63705257535207
TA-01125,25.4,3.05,47,2,50.8,22.740550736411
TA-01134,19.05,3.05,47,4,38.1,28.4215153319275
TA-01140,6.35,0.71,149,4,19.05,21.7362274166356
TA-01144,6.35,0.71,119,5,19.05,21.5553935778949
TA-01146,6.35,0.71,167,9,19.05,5.1078604296612
TA-01148,9.52,0.89,35,3,19.05,21.4162906250174
TA-01151,34.92,1.65,100,5,63.5,36.3392554097138
TA-01152,19.05,3.05,68,0,0,22.3343701140088
TA-01162,6.35,0.89,87,7,12.7,10.1545155600563
TA-01167,19.05,1.65,10,0,0,21.3161364989456
TA-01169,19.05,3.05,47,2,50.8,25.1025188762707
TA-01171,19.05,1.24,142,6,50.8,22.5207680708646
TA-01172,9.52,0.89,1,5,31.75,21.4635856289957
TA-01173,9.52,0.71,212,7,31.75,21.8920227238584
TA-01174,12.7,0.89,105,3,38.1,21.2577132587371
TA-01181,6.35,0.71,235,7,19.05,22.6459607284543
TA-01182,6.35,0.71,260,3,19.05,22.5875374882458
TA-01186,6.35,0.71,243,7,19.05,22.7127301458355
TA-01187,12.7,1.65,48,2,38.1,27.7371288037702
TA-01188,12.7,1.65,48,2,38.1,21.616598877161
TA-01191,9.52,0.71,214,5,31.75,21.7696121253262
TA-01195,9.52,1.65,71,5,31.75,21.9420997868943
TA-01197,12.7,0.89,43,3,25.4,20.8181479276442
TA-01198,12.7,0.89,40,2,25.4,21.4858421014561
TA-01199,19.05,1.24,184,7,50.8,23.0799619414321
TA-01205,6.35,0.71,88,3,19.05,21.1659053098379
TA-01219,6.35,0.89,8,0,0,1.59690189903351
TA-01227,12.7,1.65,83,6,19.05,4.6933336300863
TA-01229,66.7,7.9,430,5,177.8,237.298509372757
TA-01230,9.52,0.89,151,5,31.75,28.4298615091001
TA-01242,25.4,2.41,78,5,50.8,29.0752992104516
TA-01247,9.52,1.24,40,1,31.75,21.394034152557
TA-01248,9.52,1.24,24,1,31.75,12.9337925585484
TA-01250,6.35,0.89,72,5,19.05,12.9643952081815
TA-01251,6.35,0.89,169,12,19.05,33.2956828007545
TA-01253,19.05,3.05,255,7,50.8,39.2687635973136
TA-01257,15.88,1.24,101,5,38.1,12.9866516806419
TA-01267,6.35,0.71,89,4,19.05,21.2410209043918
TA-01268,6.35,0.71,105,3,19.05,21.3077903217729
TA-01273,6.35,0.71,72,3,19.05,21.0351485341331
TA-01274,9.52,1.24,83,6,31.75,21.956010082182
TA-01278,6.35,0.71,71,3,19.05,21.0268023569604
TA-01279,19.05,1.65,171,3,50.8,5.65314400494094
TA-01286,6.35,0.71,174,6,19.05,22.0756386216567
TA-01287,6.35,0.71,99,3,19.05,21.2577132587371
TA-01290,34.92,1.65,86,2,63.5,4.54866655909372
TA-01292,12.7,0.89,218,7,38.1,22.907474279864
TA-01293,15.88,1.65,83,2,50.8,5.572464292272
TA-01296,15.88,1.65,68,2,50.8,7.87322713286558
TA-01301,25.4,2.41,130,5,63.5,23.6335916938845
TA-01302,19.05,2.11,99,3,50.8,29.0558247970488
TA-01303,19.05,2.11,99,3,50.8,29.0558247970488
TA-01305,12.7,1.65,122,5,25.4,22.3065495234333
TA-01306,9.52,1.24,68,2,31.75,21.6110347590459
TA-01307,7.94,0.71,117,4,25.4,21.6277271133912
TA-01312,25.4,1.65,112,4,63.5,28.9974015568402
TA-01325,6.35,0.71,26,2,19.05,20.5872370258676
TA-01334,6.35,0.71,40,3,19.05,2.62069963221179
TA-01335,6.35,0.71,114,5,19.05,3.15763703031888
TA-01336,6.35,0.71,95,6,19.05,7.76750888867869
TA-01343,6.35,0.71,148,10,19.05,22.1284977437501
TA-01349,6.35,0.71,139,7,19.05,21.8530738970527
TA-01350,6.35,0.71,228,6,19.05,22.5235501299222
TA-01352,6.35,0.71,165,6,19.05,22.0033050861604
TA-01356,6.35,0.71,128,5,19.05,21.6305091724487
TA-01357,6.35,0.71,127,4,19.05,21.5553935778949
TA-01358,6.35,0.71,135,9,19.05,21.956010082182
TA-01360,15.88,1.65,106,7,38.1,28.7275418282579
TA-01362,15.88,1.24,79,2,38.1,27.1668066969726
TA-01363,15.88,1.24,77,2,38.1,27.1528964016848
TA-01380,6.35,0.89,183,6,19,9.55637286268313
TA-01393,25.4,2.11,102,4,63.5,44.1540593023709
TA-01401,9.52,1.24,65,4,31.75,21.7306632985205
TA-01407,19.05,1.65,122,4,50.8,21.4051623887872
TA-01424,12.7,1.65,188,4,38.1,17.2292917434051
TA-01425,15.88,1.65,121,2,110,28.4994129855389
TA-01431,12.7,1.24,78,2,38.1,21.7557018300384
TA-01433,12.7,1.24,151,6,38.1,25.0580059313499
TA-01434,12.7,1.24,157,7,38.1,25.1581600574217
TA-01435,12.7,1.24,106,2,38.1,28.0932323631366
TA-01436,12.7,1.24,104,6,38.1,28.3463997373736
TA-01437,12.7,1.24,48,2,38.1,27.7538211581155
TA-01438,12.7,1.24,111,4,38.1,28.2545917884745
TA-01441,9.52,0.71,24,2,19.05,27.4950896657634
TA-01443,9.52,0.71,35,3,19.05,27.6175002642956
TA-01444,9.52,0.71,29,2,19.05,19.8416451984443
TA-01450,9.52,0.89,61,2,127,1.38268335160219
TA-01452,15.88,1.65,35,2,31.75,7.96503508176471
TA-01455,3.18,0.71,182,10,25,18.650923921813
TA-01467,6.35,0.71,102,4,19.05,21.3495212076362
TA-01468,12.7,2.11,54,2,38.1,20.9572508805217
TA-01469,12.7,2.11,102,3,38.1,24.0286440800565
TA-01470,9.52,1.24,107,6,31.75,22.0812027397718
TA-01471,9.52,1.24,123,7,31.75,22.2314339288794
TA-01478,12.7,1.65,18,1,38.1,27.5256923153965
TA-01479,19.05,1.65,119,2,50.8,28.4855026902511
TA-01480,12.7,1.24,157,8,38.1,28.7915291865816
TA-01481,9.52,1.24,44,3,31.75,21.5553935778949
TA-01484,6.35,0.71,87,5,19.05,21.2910979674276
TA-01488,6.35,0.71,45,3,19.05,20.8098017504716
TA-01503,9.52,1.65,19,1,31.75,21.3217006170607
TA-01505,9.52,0.89,67,4,31.75,21.7167530032327
TA-01509,9.52,0.89,55,4,31.75,21.6583297630242
TA-01515,6.35,0.71,14,1,12.7,32.3942956661084
TA-01516,6.35,0.71,84,7,19.05,21.3995982706721
TA-01517,9.52,0.89,65,4,31.75,21.7084068260601
TA-01519,9.52,0.89,46,4,31.75,21.616598877161
TA-01527,12.7,1.24,27,2,38.1,21.4580215108806
TA-01529,9.52,0.89,86,4,31.75,27.9318729377987
TA-01537,9.52,0.71,92,7,31.75,22.0339077357934
TA-01538,19.05,1.65,102,2,50.8,32.8950662964673
TA-01540,19.05,1.65,124,4,50.8,33.4459139898622
TA-01542,19.05,1.65,136,4,50.8,33.687953127869
TA-01543,19.05,1.65,119,5,50.8,33.4125292811716
TA-01544,12.7,1.24,17,2,25.4,30.9726634877005
TA-01547,15.88,0.89,83,2,50.8,18.2781280081014
TA-01548,15.88,0.89,14,0,0,13.6766023269142
TA-01556,25.4,3.05,76,2,50.8,26.5241510546786
TA-01557,25.4,3.05,69,2,50.8,45.9623976897782
TA-01566,12.7,1.24,75,3,38.1,28.0515014772734
TA-01567,12.7,1.24,75,3,38.1,28.0515014772734
TA-01569,12.7,1.65,93,2,38.1,3.31621439659921
TA-01583,6.35,0.89,89,0,0,12.2410598532186
TA-01587,9.52,1.24,49,3,19.05,28.5522721076323
TA-01589,9.52,0.71,43,3,19.05,27.5757693784324
TA-01592,6.35,0.71,60,4,19.05,52.9314556289401
TA-01594,34.92,1.65,111,6,63.5,12.3745986879809
TA-01595,6.35,0.89,83,6,19.05,17.6104338342894
TA-01597,9.52,1.24,45,3,31.75,7.32237943947074
TA-01600,15.88,0.89,59,2,50.8,7.92886831401657
TA-01605,3.18,0.71,65,6,25,3.18545762089438
TA-01609,6.35,0.89,23,1,19.05,2.07541605693206
TA-01621,66.7,7.9,160,2,177.8,60.3985021394034
TA-01624,15.88,1.65,151,6,31.75,25.1887627070547
TA-01630,12.7,1.65,66,4,38.1,1.22688804437941
TA-01641,6.35,0.89,70,0,0,11.9962386561542
TA-01649,19.05,1.24,87,3,50.8,22.0812027397718
TA-01650,19.05,1.24,127,4,50.8,28.8638627220779
TA-01654,19.05,1.24,82,4,38.1,22.1284977437501
TA-01655,19.05,1.24,44,2,50.8,27.948565292144
TA-01663,22.22,1.65,65,3,50.8,17.1736505622541
TA-01665,7.94,0.89,29,2,25.4,20.5928011439827
TA-01667,12.7,0.89,33,1,38.1,21.4274188612476
TA-01670,15.88,1.65,66,6,31.75,17.4629847042393
TA-01674,12.7,1.24,43,6,25.4,2.69303316770808
TA-01679,6.35,0.71,106,4,19.05,21.3801238572692
TA-01680,6.35,0.71,143,5,19.05,21.7529197709809
TA-01681,6.35,0.71,84,3,19.05,21.1325206011473
TA-01682,6.35,0.71,143,5,19.05,21.7529197709809
TA-01704,9.52,0.89,17,2,19.05,21.3411750304635
TA-01706,9.52,0.89,59,4,19.05,21.6778041764271
TA-01721,6.35,0.71,266,6,19.05,22.8351407443677
TA-01723,25.4,2.11,102,3,63.5,23.0994363548349
TA-01728,19.05,1.65,101,4,50.8,28.5105412217691
TA-01729,12.7,0.89,115,5,38.1,22.1730106886709
TA-01736,12.7,1.65,129,5,38.1,22.3538445274116
TA-01738,19.05,1.24,32,2,50.8,21.7779583024988
TA-01742,15.88,1.65,178,5,50.8,84.6886597708696
TA-01743,9.52,0.89,85,4,31.75,32.8616815877767
TA-01746,19.05,1.24,29,2,50.8,21.7640480072111
TA-01758,6.35,0.89,93,2,19.05,21.8558559561102
TA-01761,15.88,1.65,140,6,38.1,15.2317733400845
TA-01762,9.52,0.89,111,7,19.05,13.6626920316264
TA-01763,19.05,1.65,44,2,50.8,22.0756386216567
TA-01767,12.7,2.11,251,3,38.1,23.7253996427836
TA-01769,12.7,2.11,253,3,38.1,23.7448740561865
TA-01771,12.7,2.11,324,5,38.1,24.5433250057032
TA-01773,9.52,1.65,45,2,31.75,21.5637397550675
TA-01774,9.52,1.65,87,2,31.75,21.8502918379951
TA-01777,12.7,1.65,170,6,38.1,29.6984804393428
TA-01781,9.52,0.89,76,4,31.75,17.415689700261
TA-01783,25.4,2.41,21,2,50.8,28.3575279736038
TA-01787,9.52,1.65,43,4,31.75,21.6833682945422
TA-01788,9.52,1.65,44,4,31.75,21.6917144717148
TA-01789,12.7,1.24,162,4,38.1,18.4367053743817
TA-01802,15.88,1.65,138,5,31.75,8.87198633452591
TA-01805,9.52,0.71,78,4,19.05,3.24109880204537
TA-01811,9.52,1.24,60,1,19.05,8.91371722038915
TA-01816,19.05,3.05,100,4,50.8,22.9909360515905
TA-01818,6.35,0.89,95,4,19.05,25.3250836008747
TA-01821,6.35,0.89,122,4,19.05,2.5539302148306
TA-01822,6.35,0.89,105,3,19.05,2.37031431703232
TA-01823,6.35,0.89,109,4,19.05,3.04079054990179
TA-01828,25.4,3.05,80,3,63.5,23.1689878312737
TA-01829,9.52,1.24,33,2,31.75,30.5470084518954
